Attribute number ,Brand,Model,Model Version,Year,Price (₹),Engine Capacity (cc),Power (hp),Torque (Nm),Top Speed (km/h),Fuel Type,Electric,Transmission Type,ABS,Fuel Tank Capacity (litres),Mileage (kmpl or km/charge),Weight (kg),Type,Country of Origin,Launch Year,Emission Standard,Wheel Type,Cooling Type,Braking System,Battery Capacity (kWh),Range per Charge (km),Charging Time (hours),Length (mm),Width (mm),Height (mm),Seat Height (mm),Seat Type,Wheelbase (mm),Max Power (bhp),Max Power (hp),Max Power (kW),Engine Displacement (cc),Engine Cylinders,Ignition System,Transmission,CO2 (g/km),Max Torque (Nm),Where Available,First Available Date/Release Date,Engine Compression Ratio,Acceleration 0-100 km/h (s),Top Speed (kmph),Storage,Warranty (y),Conclude Date
N462,Hero,Splendor Plus,i3S,2020,-74383.7491546614,262.297899405845,10.7115224722472,19.1815041104111,102.98695469547,Electric,Yes,Automatic,No,10.3299311832077,74.6139693969397,136.170681068107,Cruiser,India,2019.62905490549,,Alloy,Liquid,Disc/Drum,3.0663819766058,166.018836875693,3.7199218112091,—,33732.0762076207,—,-32,Single,—,—,—,—,—,—,—,Manual,-2186.25,—,TW,5/15/2021,36:78/+113,,—,Underseat compartment,,6/14/2021
D463,Bajaj,Pulsar 150,Twin Disc,2020,-75286.3871297244,262.002877205802,10.7049315331533,19.1683837383739,102.995259525953,Electric,Yes,Automatic,Yes,10.3253726555173,74.5434203420343,136.196429642964,Commuter,India,2019.62680468047,,Spoke,Oil,Drum,3.06579031464437,166.156381851192,3.71721412873746,—,33826.3846384638,—,-54,Single,—,—,—,—,—,100.&20,—,Manual,-2340.9,—,TW,—,12.25486111,106.666666666667,—,Underseat compartment,—,6/15/2021
O464,Yamaha,R15 V4,Racing Blue,2022,-76189.0251047864,261.707855005759,10.6983405940594,19.1552633663366,103.003564356436,Electric,Yes,Automatic,No,10.3208141278268,74.4728712871288,136.222178217822,Commuter,Austria,2019.62455445545,,Spoke,Air,Disc/Drum,3.06519865268294,166.293926826691,3.71450644626582,—,33920.6930693069,—,—,Double,—,—,—,—,—,—,—,Manual,—,—,TW,,—,115.166666666667,—,Yes,121,6/16/2021
N465,Royal Enfield,Himalayan,Standard,2021,-77091.6630798494,261.412832805715,10.6917496549655,19.1421429942994,103.011869186919,Petrol,No,Automatic,Yes,10.3162556001363,74.4023222322233,136.247926792679,Scooter,Austria,2019.62230423042,BS6,Spoke,Oil,Drum,3.06460699072152,166.43147180219,3.71179876379417,—,34015.00150015,—,,double,—,—,—,—,—,17.6,—,Manual,—,—,TW,—,,123.666666666667,—,No,123.5,—
D466,BMW,S 1000 RR,Pro M Sport,2020,-77994.3010549114,261.117810605673,10.6851587158716,19.1290226222622,103.020174017402,Electric,Yes,Automatic,Yes,10.3116970724459,74.3317731773178,136.273675367537,Sport,India,2019.6200540054,,Spoke,Air,Disc/Drum,3.06401532876009,166.569016777689,3.70909108132253,—,34109.3099309931,—,-76,—,—,—,—,—,—,—,—,Manual,—,—,TW,,4:05,—,—,—,126,
O467,Honda,CB350,DLX Pro,2023,-78896.9390299744,260.822788405629,10.6785677767777,19.115902250225,103.028478847885,Petrol,No,Automatic,No,10.3071385447554,74.2612241224123,136.299423942394,Commuter,China,2019.61780378038,BS4,Spoke,Oil,Drum,3.06342366679866,166.706561753188,3.70638339885089,—,34203.6183618362,—,-98,,—,—,—,—,—,5.%19,—,Manual,—,—,TW,5/16/2021,36:78/+114,10/7:17,—,Underseat compartment,128.5,—
N468,Royal Enfield,Meteor 350,Fireball,2023,-79799.5770050364,260.527766205586,10.6719768376838,19.1027818781878,103.036783678368,Petrol,No,Manual,Yes,10.302580017065,74.1906750675068,136.325172517252,Cruiser,India,2019.61555355536,BS6,Alloy,Liquid,Disc/Drum,3.06283200483723,166.844106728687,3.70367571637924,—,34297.9267926792,—,—,Single,—,—,—,—,—,—,—,Manual,—,—,TW,5/17/2021,16.25486111,—,—,Underseat compartment,—,
D469,Yamaha,R15 V4,Racing Blue,2021,-80702.2149800994,260.232744005542,10.6653858985899,19.0896615061506,103.045088508851,Petrol,No,Manual,Yes,10.2980214893745,74.1201260126013,136.350921092109,Adventure,India,2019.61330333033,BS4,Spoke,Oil,Drum,3.0622403428758,166.981651704186,3.7009680339076,—,34392.2352235223,—,,Single,—,—,—,—,—,—,—,Manual,108,—,TW,5/18/2021,—,,—,Yes,,7/3/2021
O470,Hero,Splendor Plus,i3S,2019,-81604.8529551614,259.937721805499,10.6587949594959,19.0765411341134,103.053393339334,Electric,Yes,Automatic,No,10.293462961684,74.0495769576958,136.376669666967,Cruiser,India,2019.61105310531,,Alloy,Oil,Drum,3.06164868091438,167.119196679685,3.69826035143596,—,34486.5436543654,—,-120,Double,—,—,—,—,—,100.&21,—,Manual,—,—,TW,5/19/2021,,121.666666666667,—,No,—,7/4/2021
N471,KTM,RC 200,GP Edition,2021,-82507.4909302244,259.642699605456,10.652204020402,19.0634207620762,103.061698169817,Electric,Yes,Automatic,Yes,10.2889044339936,73.9790279027903,136.402418241824,Cruiser,Austria,2019.60880288029,,Alloy,Liquid,Disc,3.06105701895295,167.256741655184,3.69555266896432,—,34580.8520852085,—,-142,double,—,—,—,—,—,—,—,—,—,—,TW,5/20/2021,5:05,131.666666666667,—,—,131,7/5/2021
D472,KTM,Duke 390,BS6,2021,-83410.1289052864,259.347677405413,10.6456130813081,19.050300390039,103.0700030003,Petrol,No,Automatic,No,10.2843459063031,73.9084788478848,136.428166816682,Adventure,India,2019.60655265527,BS6,Alloy,Liquid,Disc/Drum,3.06046535699152,167.394286630683,3.69284498649267,—,34675.1605160516,—,—,—,—,—,—,—,—,18.6,—,,-2213.3,—,TW,5/21/2021,36:78/+115,141.666666666667,—,Underseat compartment,133.5,7/6/2021
O473,Royal Enfield,Himalayan,Standard,2021,-84312.7668803494,259.05265520537,10.6390221422142,19.0371800180018,103.078307830783,Electric,Yes,Automatic,No,10.2797873786127,73.8379297929794,136.453915391539,Cruiser,Japan,2019.60430243024,,Spoke,Air,Disc/Drum,3.05987369503009,167.531831606182,3.69013730402103,—,34769.4689468947,—,,,—,—,—,—,—,—,—,—,-2393.9,—,TW,—,17.25486111,—,—,Underseat compartment,136,7/7/2021
N474,Harley-Davidson,Iron 883,Custom,2020,-85215.4048554124,258.757633005327,10.6324312031203,19.0240596459646,103.086612661266,Electric,Yes,Automatic,No,10.2752288509222,73.7673807380739,136.479663966397,Commuter,China,2019.60205220522,,Spoke,Oil,Drum,3.05928203306866,167.669376581681,3.68742962154939,—,34863.7773777377,—,-164,Single,—,—,—,—,—,5.%20,—,Automatic,-2574.5,—,TW,,—,10/7:18,—,Yes,138.5,7/8/2021
D475,Hero,Splendor Plus,i3S,2021,-86118.0428304744,258.462610805283,10.6258402640264,19.0109392739274,103.094917491749,Electric,Yes,Automatic,No,10.2706703232317,73.6968316831684,136.505412541254,Cruiser,India,2019.5998019802,,Alloy,Liquid,Drum,3.05869037110724,167.80692155718,3.68472193907774,—,34958.0858085808,—,-186,Single,—,—,—,—,—,—,—,Automatic,-2755.1,—,TW,—,,—,—,No,—,—
O476,Hero,Xtreme 160R,Stealth Edition,2020,-87020.6808055374,258.16758860524,10.6192493249325,18.9978189018902,103.103222322232,Electric,Yes,Automatic,No,10.2661117955413,73.6262826282629,136.531161116112,Scooter,Austria,2019.59755175518,,Spoke,Oil,Disc/Drum,3.05809870914581,167.944466532679,3.6820142566061,—,35052.3942394239,—,—,Double,—,—,—,—,—,—,—,Manual,—,—,TW,,6:05,,—,—,,6/17/2021
N477,TVS,Apache RR 310,BTO Kit,2021,-87923.3187805994,257.872566405197,10.6126583858386,18.984698529853,103.111527152715,Petrol,No,Manual,No,10.2615532678508,73.5557335733574,136.556909690969,Scooter,Austria,2019.59530153015,Euro8,Alloy,Liquid,Disc/Drum,3.05750704718438,168.082011508178,3.67930657413446,—,35146.702670267,—,,double,—,—,—,—,—,100.&22,—,Manual,—,—,—,5/22/2021,36:78/+116,136.666666666667,—,Underseat compartment,—,6/18/2021
D478,Suzuki,Gixxer SF,250 ABS,2020,-88825.9567556624,257.577544205153,10.6060674467447,18.9715781578158,103.119831983198,Electric,Yes,Automatic,No,10.2569947401604,73.4851845184519,136.582658265827,Commuter,Japan,2019.59305130513,,Spoke,Liquid,Disc,3.05691538522295,168.219556483676,3.67659889166281,—,35241.0111011101,—,-208,—,—,—,—,—,—,—,—,Manual,—,—,—,5/23/2021,15.25486111,148.166666666667,—,Underseat compartment,141,6/19/2021
O479,Kawasaki,Z650,BS6,2022,-89728.5947307244,257.28252200511,10.5994765076508,18.9584577857786,103.128136813681,Petrol,No,Manual,Yes,10.2524362124699,73.4146354635464,136.608406840684,Commuter,Japan,2019.59080108011,BS6,Spoke,Oil,Disc/Drum,3.05632372326152,168.357101459175,3.67389120919117,—,35335.3195319532,—,-230,,—,—,—,—,—,19.6,—,Manual,—,—,—,5/24/2021,—,159.666666666667,—,Yes,143.5,6/20/2021
N480,Yamaha,R15 V4,Racing Blue,2022,-90631.2327057874,256.987499805068,10.5928855685569,18.9453374137414,103.136441644164,Electric,Yes,Automatic,No,10.2478776847794,73.3440864086409,136.634155415542,Commuter,China,2019.58855085509,,Alloy,Air,Drum,3.0557320613001,168.494646434674,3.67118352671953,—,35429.6279627962,—,—,Single,—,—,—,—,—,—,—,Manual,—,—,—,5/25/2021,,—,—,No,146,6/21/2021
D481,TVS,Apache RTR 160 4V,Disc,2022,-91533.8706808494,256.692477605024,10.5862946294629,18.9322170417042,103.144746474647,Electric,Yes,Automatic,Yes,10.243319157089,73.2735373537354,136.659903990399,Scooter,Austria,2019.58630063006,,Spoke,Liquid,Disc/Drum,3.05514039933867,168.632191410173,3.66847584424788,—,35523.9363936393,—,,Single,—,—,—,—,—,5.%21,—,Manual,109,—,—,5/26/2021,7:05,10/7:19,—,—,148.5,—
O482,Kawasaki,Ninja 300,KRT Edition,2019,-92436.5086559124,256.397455404981,10.579703690369,18.919096669667,103.153051305131,Electric,Yes,Automatic,No,10.2387606293985,73.2029882988299,136.685652565257,Cruiser,China,2019.58405040504,,Spoke,Liquid,Disc/Drum,3.05454873737724,168.769736385672,3.66576816177624,—,35618.2448244824,—,-252,Double,—,—,—,—,—,—,—,Manual,—,—,—,5/27/2021,36:78/+117,—,—,Underseat compartment,—,
N483,TVS,Apache RR 310,BTO Kit,2023,-93339.1466309744,256.102433204937,10.5731127512751,18.9059762976298,103.161356135614,Petrol,No,Manual,Yes,10.2342021017081,73.1324392439244,136.711401140114,Cruiser,India,2019.58180018002,BS6,Spoke,Liquid,Disc,3.05395707541581,168.907281361171,3.6630604793046,—,35712.5532553255,—,-274,double,—,—,—,—,—,—,—,Manual,—,—,—,—,19.25486111,,—,Underseat compartment,,—
D484,Hero,Xtreme 160R,Stealth Edition,2022,-94241.7846060374,255.807411004894,10.5665218121812,18.8928559255926,103.169660966097,Petrol,No,Automatic,Yes,10.2296435740176,73.061890189019,136.737149714971,Adventure,India,2019.579549955,Euro8,Alloy,Liquid,Disc,3.05336541345438,169.04482633667,3.66035279683295,—,35806.8616861686,—,—,—,—,—,—,—,—,100.&23,—,Manual,-2549.65,—,—,,—,151.666666666667,—,Yes,—,
O485,Kawasaki,Ninja 300,KRT Edition,2020,-95144.4225810994,255.512388804851,10.5599308730873,18.8797355535554,103.17796579658,Electric,Yes,Automatic,Yes,10.2250850463271,72.9913411341135,136.762898289829,Sport,China,2019.57729972997,,Spoke,Liquid,Drum,3.05277375149296,169.182371312169,3.65764511436131,—,35901.1701170117,—,,,—,—,—,—,—,—,—,Manual,-2756.2,—,—,—,,164.666666666667,—,No,151,7/9/2021
N486,KTM,RC 200,GP Edition,2023,-96047.0605561624,255.217366604808,10.5533399339934,18.8666151815182,103.186270627063,Electric,Yes,Automatic,Yes,10.2205265186367,72.920792079208,136.788646864686,Scooter,Japan,2019.57504950495,,Spoke,Liquid,Drum,3.05218208953153,169.319916287668,3.65493743188967,—,35995.4785478548,—,-296,Single,—,—,—,—,—,20.6,—,Manual,-2962.75,—,—,,8:05,177.666666666667,—,—,153.5,7/10/2021
D487,Royal Enfield,Meteor 350,Fireball,2023,-96949.6985312244,254.922344404765,10.5467489948995,18.853494809481,103.194575457546,Electric,Yes,Automatic,Yes,10.2159679909462,72.8502430243025,136.814395439544,Cruiser,Austria,2019.57279927993,,Spoke,Oil,Disc,3.0515904275701,169.457461263167,3.65222974941802,—,36089.7869786978,—,-318,Single,—,—,—,—,—,—,—,Manual,-3169.3,—,—,5/28/2021,36:78/+118,—,—,Underseat compartment,156,7/11/2021
O488,KTM,RC 200,GP Edition,2023,-97852.3365062874,254.627322204721,10.5401580558056,18.8403744374438,103.202880288029,Petrol,No,Automatic,Yes,10.2114094632558,72.779693969397,136.840144014401,Sport,India,2019.57054905491,BS7,Spoke,Liquid,Disc/Drum,3.05099876560867,169.595006238666,3.64952206694638,—,36184.0954095409,—,—,Double,—,—,—,—,—,5.%22,—,Manual,—,—,—,5/29/2021,20.25486111,10/7:20,—,Underseat compartment,158.5,7/12/2021
N489,TVS,Apache RTR 160 4V,Disc,2021,-98754.9744813494,254.332300004678,10.5335671167117,18.8272540654066,103.211185118512,Electric,Yes,Automatic,No,10.2068509355653,72.7091449144915,136.865892589259,Scooter,Japan,2019.56829882988,,Alloy,Air,Disc,3.05040710364724,169.732551214165,3.64681438447474,—,36278.403840384,—,,double,—,—,—,—,—,—,—,—,—,—,—,5/30/2021,—,—,—,Yes,—,7/13/2021
D490,Suzuki,Gixxer SF,250 ABS,2022,-99657.6124564124,254.037277804635,10.5269761776178,18.8141336933694,103.219489948995,Electric,Yes,Automatic,No,10.2022924078748,72.638595859586,136.891641164116,Adventure,India,2019.56604860486,,Alloy,Oil,Disc,3.04981544168581,169.870096189664,3.64410670200309,—,36372.7122712271,—,-340,—,—,—,—,—,—,—,—,,—,—,—,5/31/2021,,,—,No,,7/14/2021
O491,Honda,CB350,DLX Pro,2021,-100560.250431474,253.742255604592,10.5203852385239,18.8010133213321,103.227794779478,Electric,Yes,Automatic,Yes,10.1977338801844,72.5680468046805,136.917389738974,Cruiser,Japan,2019.56379837984,,Spoke,Oil,Drum,3.04922377972439,170.007641165163,3.64139901953145,—,36467.0207020702,—,-362,,—,—,—,—,—,100.&24,—,—,—,—,—,6/1/2021,9:05,166.666666666667,—,—,—,—
N492,Honda,CB350,DLX Pro,2023,-101462.888406537,253.447233404548,10.5137942994299,18.7878929492949,103.236099609961,Electric,Yes,Automatic,Yes,10.1931753524939,72.497497749775,136.943138313831,Sport,Japan,2019.56154815482,,Spoke,Oil,Disc/Drum,3.04863211776296,170.145186140662,3.63869133705981,—,36561.3291329133,—,—,Single,—,—,—,—,—,—,—,Automatic,—,—,—,6/2/2021,36:78/+119,181.166666666667,—,Underseat compartment,161,6/22/2021
D493,Kawasaki,Z650,BS6,2022,-102365.526381599,253.152211204505,10.507203360336,18.7747725772577,103.244404440444,Electric,Yes,Automatic,No,10.1886168248035,72.4269486948695,136.968886888689,Scooter,Japan,2019.55929792979,,Spoke,Oil,Disc/Drum,3.04804045580153,170.282731116161,3.63598365458816,—,36655.6375637563,—,,Single,—,—,—,—,—,21.6,—,Automatic,110,—,—,—,18.25486111,195.666666666667,—,Underseat compartment,163.5,6/23/2021
O494,BMW,S 1000 RR,Pro M Sport,2021,-103268.164356662,252.857189004462,10.5006124212421,18.7616522052205,103.252709270927,Electric,Yes,Automatic,Yes,10.184058297113,72.3563996399641,136.994635463546,Commuter,Japan,2019.55704770477,,Spoke,Oil,Disc,3.0474487938401,170.42027609166,3.63327597211652,—,36749.9459945994,—,-384,Double,—,—,—,—,—,—,—,Manual,—,—,—,,—,—,—,Yes,166,6/24/2021
N495,Kawasaki,Ninja 300,KRT Edition,2022,-104170.802331724,252.562166804419,10.4940214821482,18.7485318331833,103.26101410141,Petrol,No,Automatic,Yes,10.1794997694225,72.2858505850586,137.020384038404,Adventure,India,2019.55479747975,Euro5,Spoke,Oil,Drum,3.04685713187867,170.557821067159,3.63056828964488,—,36844.2544254425,—,-406,double,—,—,—,—,—,5.%23,—,Manual,—,—,—,—,,10/7:21,—,No,168.5,6/25/2021
D496,Harley-Davidson,Iron 883,Custom,2018,$181295,252.267144604376,10.4874305430543,18.7354114611461,103.269318931893,Petrol,No,Automatic,No,10.1749412417321,72.2153015301531,137.046132613261,Commuter,China,2019.55254725473,Euro5,Alloy,Air,Disc/Drum,3.04626546991725,170.695366042658,3.62786060717323,—,36938.5628562856,—,—,—,—,—,—,—,—,—,—,Manual,-2886,—,—,,10:05,—,—,—,—,6/26/2021
O497,Kawasaki,Z650,BS6,2020,-155372.1,251.972122404332,10.4808396039604,18.7222910891089,103.277623762376,Electric,Yes,Automatic,Yes,10.1703827140416,72.1447524752476,137.071881188119,Scooter,India,2019.5502970297,,Spoke,Air,Disc,3.04567380795582,170.832911018157,3.62515292470159,—,37032.8712871287,—,,,—,—,—,—,—,—,—,Manual,-3118.5,—,—,5/28/2021,36:78/+120,,—,Underseat compartment,,—
N498,KTM,Duke 390,BS6,2021,-190083.3,251.677100204289,10.4742486648665,18.7091707170717,103.285928592859,Electric,Yes,Automatic,Yes,10.1658241863512,72.0742034203421,137.097629762976,Adventure,Austria,2019.54804680468,,Alloy,Air,Disc/Drum,3.04508214599439,170.970455993656,3.62244524222995,—,37127.1797179718,—,-428,Single,—,—,—,—,—,100.&25,—,Manual,-3351,—,—,5/29/2021,19.25486111,181.666666666667,—,Underseat compartment,—,
D499,Harley-Davidson,Iron 883,Custom,2020,-224794.5,251.382078004246,10.4676577257726,18.6960503450345,103.294233423342,Electric,Yes,Automatic,Yes,10.1612656586607,72.0036543654366,137.123378337834,Cruiser,Japan,2019.54579657966,,Alloy,Air,Disc,3.04449048403296,171.108000969155,3.61973755975831,—,37221.4881488149,—,-450,Single,—,—,—,—,—,—,—,Manual,-3583.5,—,—,5/30/2021,—,197.666666666667,—,Yes,156,—
O500,Royal Enfield,Himalayan,Standard,2020,-259505.7,251.087055804203,10.4610667866787,18.6829299729973,103.302538253825,Petrol,No,Manual,Yes,10.1567071309702,71.9331053105311,137.149126912691,Sport,Austria,2019.54354635464,Euro5,Spoke,Oil,Disc,,,,—,37315.7965796579,—,—,Double,—,—,—,—,—,22.6,—,Manual,—,—,—,5/31/2021,,213.666666666667,—,No,158.5,
N501,Hero,Xtreme 160R,Stealth Edition,2023,-5271.33333333331,250.792033604159,10.4544758475848,18.6698096009601,103.310843084308,Petrol,No,Automatic,Yes,10.1521486032798,71.8625562556256,137.174875487549,Sport,Austria,2019.54129612961,Euro9,Spoke,Oil,Disc/Drum,,,,1860.88235294118,37410.105010501,1100,631.666666666667,Single,1357.5,-12.77,-11.79,-8.63333333333333,—,—,—,Automatic,-258.5,263.619758878312,TW,3/18/2021,16:05,23,-66,Underseat compartment,41,7/15/2021
D502,Kawasaki,Z650,BS6,2023,-14697.3333333333,250.497011404116,10.4478849084908,18.6566892289229,103.319147914791,Petrol,No,Automatic,No,10.1475900755893,71.7920072007201,137.200624062406,Sport,India,2019.53904590459,BS10,Alloy,Liquid,Drum,,,,1861.86274509804,37504.4134413441,1100,620.666666666667,Single,1365,-14.36,-13.29,-9.73333333333333,—,9.6,—,Automatic,-287,265.103971394805,TW,3/18/2021,36:78/+102,25,-78,Underseat compartment,43.5,7/16/2021
O503,Harley-Davidson,Street 750,Standard,2018,-24123.3333333333,250.201989204073,10.4412939693969,18.6435688568857,103.327452745275,Electric,Yes,Automatic,Yes,10.1430315478989,71.7214581458146,137.226372637264,Cruiser,India,2019.53679567957,,Spoke,Liquid,Drum,3.04389882207153,171.245545944654,3.61702987728666,1862.8431372549,37598.7218721872,1100,609.666666666667,Single,1372.5,-15.95,-14.79,-10.8333333333333,—,—,—,Automatic,-315.5,266.588183911299,TW,3/19/2021,4.254861111,—,-90,Underseat compartment,46,7/17/2021
N504,KTM,RC 200,GP Edition,2021,-33549.3333333333,249.90696700403,10.434703030303,18.6304484848485,103.335757575758,Electric,Yes,Automatic,No,10.1384730202084,71.6509090909092,137.252121212121,Commuter,India,2019.53454545455,,Alloy,Air,Drum,3.04330716011011,171.383090920153,3.61432219481502,1863.82352941176,37693.0303030303,1100,—,Single,—,—,—,—,—,5.%11,—,Manual,—,268.072396427793,TW,3/20/2021,—,10/7:9,—,Yes,48.5,7/18/2021
D505,Yamaha,FZ-S FI,Version 3.0,2022,-42975.3333333333,249.611944803987,10.4281120912091,18.6173281128113,103.344062406241,Petrol,No,Automatic,Yes,10.1339144925179,71.5803600360037,137.277869786979,Commuter,Japan,2019.53229522952,BS12,Alloy,Air,Disc/Drum,3.04271549814868,171.520635895652,3.61161451234338,1864.80392156863,37787.3387338734,1100,,Single,—,—,—,—,—,—,—,Manual,—,269.556608944287,TW,3/21/2021,,—,—,No,—,7/19/2021
O506,Kawasaki,Z650,BS6,2023,-52401.3333333333,249.316922603943,10.4215211521152,18.6042077407741,103.352367236724,Electric,Yes,Automatic,No,10.1293559648275,71.5098109810982,137.303618361836,Commuter,China,2019.5300450045,,Spoke,Liquid,Disc,3.04212383618725,171.65818087115,3.60890682987173,1865.78431372549,37881.6471647164,1100,540,Single,—,—,—,—,—,—,—,Manual,—,271.040821460781,TW,3/22/2021,17:05,,—,—,,7/20/2021
